ticker,GBM_base,GBM_+mkt,Ridge_base,Ridge_+mkt,GBM_lift,Ridge_lift
SPY,0.23140050282388058,0.10069440875971702,0.3072709929838139,0.3276149892668113,-0.13070609406416356,0.020343996282997434
AAPL,0.18587341222001008,0.12100677649943747,0.19496202080907854,0.21585974790755236,-0.06486663572057261,0.020897727098473817
JPM,-0.2061525324149962,-0.784956592723973,-0.022131721639203406,-0.17091558365859716,-0.5788040603089768,-0.14878386201939375
XOM,0.12726084107223046,0.07742519133882941,0.3029333182877809,0.35194822205518417,-0.049835649733401044,0.04901490376740325
MSFT,-0.07493338799656102,-0.02526184185230429,0.20695473938826636,0.22525907128446998,0.04967154614425673,0.01830433189620362
JNJ,-0.3177604093728914,-0.6401446270905276,-0.2573473995954201,-0.28789065001155323,-0.32238421771763615,-0.03054325041613315
AVERAGE,-0.009051928944721252,-0.1918727808448035,0.12210699170571937,0.11031263280731124,-0.18282085190008224,-0.01179435889840813
